SalesDetails,SalesOrderNumber,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount,EmployeeKey
2241,SO47682,2024-03-30,2024-04-11,2024-06-04,440,5,7.5,264.71,257.21,129
2242,SO61205,2025-06-30,2025-07-12,2025-07-07,440,5,0.66,377.95,377.29,128
2243,SO67283,2025-09-29,2025-10-11,2025-06-10,17,5,19.8,592.75,572.95,105
2244,SO45327,2023-08-01,2023-08-13,2023-08-08,422,5,398.5,12176.36,11777.86,131
2245,SO44555,2023-05-01,2023-05-13,2023-08-05,612,5,1136.22,30095.16,28958.94,131
2246,SO45576,2023-08-29,2023-09-10,2023-05-09,279,5,131.34,8219.94,8088.6,128
2247,SO50276,2024-10-28,2024-11-09,2024-04-11,135,5,227.5,11497.05,11269.55,128
2248,SO49121,2024-07-31,2024-08-12,2024-07-08,513,5,51.9,1320.63,1268.73,105
2249,SO50757,2024-11-28,2024-12-10,2024-05-12,652,5,53.18,1320.63,1267.45,131
2250,SO65298,2025-08-29,2025-09-10,2025-05-09,116,5,0.72,37.25,36.53,128
2251,SO50291,2024-10-28,2024-11-09,2024-04-11,152,5,3.1,607.0,603.9,128
2252,SO55292,2025-03-30,2025-04-11,2025-06-04,459,5,0.76,24.29,23.53,105
2253,SO47684,2024-03-30,2024-04-11,2024-06-04,17,5,56.1,1692.41,1636.31,105
2254,SO43910,2023-01-29,2023-02-10,2023-05-02,45,5,357.42,19411.93,19054.51,130
2255,SO47406,2024-02-29,2024-03-12,2024-07-03,651,5,188.46,4709.2,4520.74,129
2256,SO69394,2025-10-29,2025-11-10,2025-05-11,206,5,580.54,23316.25,22735.71,130
2257,SO47067,2024-01-29,2024-02-10,2024-05-02,135,5,468.76,18105.41,17636.65,105
2258,SO65246,2025-08-29,2025-09-10,2025-05-09,98,5,53.68,3005.95,2952.27,128
2259,SO51175,2024-12-28,2025-01-09,2025-04-01,603,5,0.88,21.58,20.7,105
2260,SO47691,2024-03-30,2024-04-11,2024-06-04,628,5,0.88,40.37,39.49,131
2261,SO69485,2025-10-29,2025-11-10,2025-05-11,99,5,128.58,3354.22,3225.64,128
2262,SO53622,2025-02-28,2025-03-12,2025-07-03,602,5,0.9,31.58,30.68,130
2263,SO48335,2024-05-30,2024-06-11,2024-06-06,675,5,26.46,983.15,956.69,130
2264,SO44309,2023-03-31,2023-04-12,2023-07-04,549,5,771.48,27612.42,26840.94,130
2265,SO48398,2024-05-30,2024-06-11,2024-06-06,98,5,173.04,3711.17,3538.13,128
2266,SO47455,2024-02-29,2024-03-12,2024-07-03,170,5,3156.2,112722.89,109566.69,129
2267,SO49159,2024-07-31,2024-08-12,2024-07-08,45,5,257.6,10830.02,10572.42,129
2268,SO65272,2025-08-29,2025-09-10,2025-05-09,602,5,1.0,37.15,36.15,129
2269,SO51118,2024-12-28,2025-01-09,2025-04-01,242,5,1.0,26.72,25.72,105
2270,SO44493,2023-05-01,2023-05-13,2023-08-05,531,5,197.82,6476.09,6278.27,105
2271,SO49857,2024-09-28,2024-10-10,2024-05-10,117,5,1.02,44.99,43.97,131
2272,SO45577,2023-08-29,2023-09-10,2023-05-09,170,5,1515.0,58704.18,57189.18,128
2273,SO71802,2025-11-29,2025-12-11,2025-06-12,297,5,987.58,31535.62,30548.04,131
2274,SO44130,2023-03-01,2023-03-13,2023-08-03,602,5,1306.4,35411.0,34104.6,105
2275,SO44133,2023-03-01,2023-03-13,2023-08-03,170,5,931.04,25686.52,24755.48,128
2276,SO46996,2024-01-29,2024-02-10,2024-05-02,512,5,2196.98,63794.33,61597.35,130
2277,SO45312,2023-08-01,2023-08-13,2023-08-08,548,5,98.64,2345.73,2247.09,128
2278,SO48792,2024-06-30,2024-07-12,2024-07-07,242,5,1.16,469.79,468.63,105
2279,SO44310,2023-03-31,2023-04-12,2023-07-04,458,5,1.18,183.94,182.76,130
2280,SO65265,2025-08-29,2025-09-10,2025-05-09,699,5,1.22,323.99,322.77,130
2281,SO63248,2025-07-31,2025-08-12,2025-07-08,134,5,1.22,37.25,36.03,128
2282,SO49524,2024-08-28,2024-09-09,2024-04-09,368,5,46.22,3916.32,3870.1,129
2283,SO49124,2024-07-31,2024-08-12,2024-07-08,476,5,1208.04,38994.12,37786.08,105
2284,SO63270,2025-07-31,2025-08-12,2025-07-08,296,5,221.28,4340.67,4119.39,105
2285,SO44565,2023-05-01,2023-05-13,2023-08-05,495,5,49.38,2162.01,2112.63,129
2286,SO51107,2024-12-28,2025-01-09,2025-04-01,440,5,6.06,187.13,181.07,131
2287,SO69451,2025-10-29,2025-11-10,2025-05-11,260,5,1406.46,50399.17,48992.71,131
2288,SO51831,2025-01-28,2025-02-09,2025-04-02,45,5,375.94,20403.59,20027.65,105
2289,SO50191,2024-10-28,2024-11-09,2024-04-11,206,5,1219.96,40518.05,39298.09,129
2290,SO46937,2024-01-29,2024-02-10,2024-05-02,449,5,1.54,33.77,32.23,129
2291,SO49096,2024-07-31,2024-08-12,2024-07-08,207,5,124.18,6375.23,6251.05,130
2292,SO49044,2024-07-31,2024-08-12,2024-07-08,449,5,13.84,404.87,391.03,131
2293,SO47010,2024-01-29,2024-02-10,2024-05-02,296,5,1.58,209.26,207.68,131
2294,SO49470,2024-08-28,2024-09-09,2024-04-09,225,5,13.1,546.99,533.89,130
2295,SO45056,2023-07-01,2023-07-13,2023-08-07,17,5,612.24,38655.49,38043.25,128
2296,SO50307,2024-10-28,2024-11-09,2024-04-11,612,5,115.52,3279.93,3164.41,131
2297,SO63220,2025-07-31,2025-08-12,2025-07-08,8,5,194.14,4642.52,4448.38,130
2298,SO67303,2025-09-29,2025-10-11,2025-06-10,117,5,1.76,194.38,192.62,129
2299,SO71951,2025-11-29,2025-12-11,2025-06-12,602,5,63.92,1502.98,1439.06,128
2300,SO44304,2023-03-31,2023-04-12,2023-07-04,27,5,1109.96,37499.55,36389.59,105
2301,SO48067,2024-04-30,2024-05-12,2024-07-05,63,5,1.84,35.99,34.15,129
2302,SO58954,2025-05-30,2025-06-11,2025-06-06,386,5,1.86,323.99,322.13,128
2303,SO46641,2023-12-29,2024-01-10,2024-05-01,242,5,1.88,469.79,467.91,130
2304,SO61223,2025-06-30,2025-07-12,2025-07-07,17,5,58.44,1544.97,1486.53,129
2305,SO50196,2024-10-28,2024-11-09,2024-04-11,449,5,10.26,598.07,587.81,128
2306,SO49443,2024-08-28,2024-09-09,2024-04-09,651,5,2.02,67.54,65.52,105
2307,SO71927,2025-11-29,2025-12-11,2025-06-12,369,5,2.02,37.25,35.23,129
2308,SO49873,2024-09-28,2024-10-10,2024-05-10,27,5,69.86,1269.83,1199.97,129
2309,SO57074,2025-04-30,2025-05-12,2025-07-05,260,5,866.12,37420.7,36554.58,131
2310,SO51758,2025-01-28,2025-02-09,2025-04-02,9,5,41.28,1301.83,1260.55,128
2311,SO47968,2024-04-30,2024-05-12,2024-07-05,449,5,12.96,273.09,260.13,128
2312,SO43660,2022-12-29,2023-01-10,2023-05-01,117,5,18.44,1294.25,1275.81,131
2313,SO43684,2022-12-29,2023-01-10,2023-05-01,549,5,170.0,5596.47,5426.47,130
2314,SO53618,2025-02-28,2025-03-12,2025-07-03,351,5,153.66,3786.62,3632.96,130
2315,SO45075,2023-07-01,2023-07-13,2023-08-07,485,5,543.62,12231.26,11687.64,131
2316,SO50691,2024-11-28,2024-12-10,2024-05-12,651,5,2.32,183.94,181.62,129
2317,SO50234,2024-10-28,2024-11-09,2024-04-11,9,5,28.54,517.21,488.67,105
2318,SO44101,2023-03-01,2023-03-13,2023-08-03,675,5,158.94,9794.64,9635.7,130
2319,SO44763,2023-05-31,2023-06-12,2023-07-06,675,5,85.62,3356.16,3270.54,105
2320,SO46091,2023-10-29,2023-11-10,2023-05-11,612,5,591.6,22130.12,21538.52,128
2321,SO48793,2024-06-30,2024-07-12,2024-07-07,494,5,2.46,209.26,206.8,128
2322,SO57081,2025-04-30,2025-05-12,2025-07-05,296,5,90.54,2901.23,2810.69,130
2323,SO57106,2025-04-30,2025-05-12,2025-07-05,449,5,72.2,1866.86,1794.66,129
2324,SO45337,2023-08-01,2023-08-13,2023-08-08,45,5,612.22,17669.03,17056.81,128
2325,SO57190,2025-04-30,2025-05-12,2025-07-05,8,5,269.84,7405.4,7135.56,105
2326,SO46070,2023-10-29,2023-11-10,2023-05-11,548,5,2.68,758.08,755.4,129
2327,SO49090,2024-07-31,2024-08-12,2024-07-08,512,5,1413.52,40433.3,39019.78,130
2328,SO45551,2023-08-29,2023-09-10,2023-05-09,525,5,189.26,7274.31,7085.05,128
2329,SO46383,2023-11-29,2023-12-11,2023-06-12,602,5,415.58,20581.57,20165.99,130
2330,SO47044,2024-01-29,2024-02-10,2024-05-02,63,5,8.42,180.11,171.69,129
2331,SO49110,2024-07-31,2024-08-12,2024-07-08,99,5,3.08,141.62,138.54,129
2332,SO45066,2023-07-01,2023-07-13,2023-08-07,458,5,3.16,419.46,416.3,129
2333,SO46349,2023-11-29,2023-12-11,2023-06-12,675,5,107.2,4292.33,4185.13,131
2334,SO63293,2025-07-31,2025-08-12,2025-07-08,260,5,892.72,24818.38,23925.66,131
2335,SO69459,2025-10-29,2025-11-10,2025-05-11,296,5,3.46,72.89,69.43,105
2336,SO45806,2023-09-29,2023-10-11,2023-06-10,458,5,54.8,2923.32,2868.52,129
2337,SO48343,2024-05-30,2024-06-11,2024-06-06,651,5,33.26,790.93,757.67,129
2338,SO69496,2025-10-29,2025-11-10,2025-05-11,134,5,3.96,356.9,352.94,128
2339,SO50303,2024-10-28,2024-11-09,2024-04-11,63,5,4.0,74.84,70.84,105
2340,SO59035,2025-05-30,2025-06-11,2025-06-06,368,5,91.62,6221.87,6130.25,105
2341,SO47727,2024-03-30,2024-04-11,2024-06-04,494,5,4.06,209.26,205.2,130
2342,SO63151,2025-07-31,2025-08-12,2025-07-08,207,5,120.08,4718.9,4598.82,129
2343,SO71950,2025-11-29,2025-12-11,2025-06-12,98,5,79.22,3131.93,3052.71,128
2344,SO49842,2024-09-28,2024-10-10,2024-05-10,242,5,4.28,324.45,320.17,130
2345,SO51852,2025-01-28,2025-02-09,2025-04-02,296,5,171.18,4180.45,4009.27,131
2346,SO44098,2023-03-01,2023-03-13,2023-08-03,567,5,437.86,16374.9,15937.04,129
2347,SO47660,2024-03-30,2024-04-11,2024-06-04,117,5,4.48,469.79,465.31,105
2348,SO47038,2024-01-29,2024-02-10,2024-05-02,224,5,4.74,183.94,179.2,129
2349,SO45065,2023-07-01,2023-07-13,2023-08-07,549,5,521.44,24025.05,23503.61,129
2350,SO47971,2024-04-30,2024-05-12,2024-07-05,531,5,102.72,5637.53,5534.81,131
2351,SO59039,2025-05-30,2025-06-11,2025-06-06,467,5,4.9,149.87,144.97,128
2352,SO48777,2024-06-30,2024-07-12,2024-07-07,404,5,75.24,3758.35,3683.11,128
2353,SO43685,2022-12-29,2023-01-10,2023-05-01,458,5,38.88,2736.57,2697.69,128
2354,SO46345,2023-11-29,2023-12-11,2023-06-12,567,5,647.78,23917.03,23269.25,130
2355,SO49133,2024-07-31,2024-08-12,2024-07-08,135,5,221.3,10335.47,10114.17,128
2356,SO71909,2025-11-29,2025-12-11,2025-06-12,368,5,200.68,6179.88,5979.2,130
2357,SO44801,2023-05-31,2023-06-12,2023-07-06,170,5,972.04,48156.21,47184.17,131
2358,SO49148,2024-07-31,2024-08-12,2024-07-08,63,5,5.66,736.15,730.49,129
2359,SO55267,2025-03-30,2025-04-11,2025-06-04,27,5,6.14,109.79,103.65,130
2360,SO50288,2024-10-28,2024-11-09,2024-04-11,296,5,6.18,647.99,641.81,131
2361,SO63259,2025-07-31,2025-08-12,2025-07-08,152,5,6.28,323.99,317.71,130
2362,SO45563,2023-08-29,2023-09-10,2023-05-09,369,5,97.2,4279.94,4182.74,131
2363,SO49088,2024-07-31,2024-08-12,2024-07-08,62,5,233.26,5637.53,5404.27,128
2364,SO50315,2024-10-28,2024-11-09,2024-04-11,45,5,720.92,18868.84,18147.92,128
2365,SO49144,2024-07-31,2024-08-12,2024-07-08,224,5,6.6,324.45,317.85,131
2366,SO55304,2025-03-30,2025-04-11,2025-06-04,458,5,6.68,672.29,665.61,105
2367,SO47414,2024-02-29,2024-03-12,2024-07-03,225,5,15.94,684.03,668.09,131
2368,SO58989,2025-05-30,2025-06-11,2025-06-06,675,5,252.34,6632.89,6380.55,130
2369,SO67341,2025-09-29,2025-10-11,2025-06-10,387,5,6.8,356.9,350.1,131
2370,SO46637,2023-12-29,2024-01-10,2024-05-01,27,5,6.96,209.26,202.3,129
2371,SO43887,2023-01-29,2023-02-10,2023-05-02,548,5,6.96,419.46,412.5,105
2372,SO50260,2024-10-28,2024-11-09,2024-04-11,531,5,212.12,7651.78,7439.66,131
2373,SO45544,2023-08-29,2023-09-10,2023-05-09,386,5,130.26,3391.55,3261.29,105
2374,SO47058,2024-01-29,2024-02-10,2024-05-02,495,5,55.16,2180.42,2125.26,105
2375,SO55281,2025-03-30,2025-04-11,2025-06-04,117,5,15.48,518.37,502.89,131
2376,SO44106,2023-03-01,2023-03-13,2023-08-03,116,5,7.8,419.46,411.66,131
2377,SO45578,2023-08-29,2023-09-10,2023-05-09,26,5,88.68,3882.76,3794.08,128
2378,SO44769,2023-05-31,2023-06-12,2023-07-06,116,5,8.36,183.94,175.58,131
2379,SO45543,2023-08-29,2023-09-10,2023-05-09,675,5,21.66,735.75,714.09,131
2380,SO47046,2024-01-29,2024-02-10,2024-05-02,612,5,172.32,3981.85,3809.53,128
2381,SO46952,2024-01-29,2024-02-10,2024-05-02,524,5,8.82,165.23,156.41,128
2382,SO59069,2025-05-30,2025-06-11,2025-06-06,602,5,8.84,323.99,315.15,129
2383,SO47392,2024-02-29,2024-03-12,2024-07-03,675,5,9.04,324.45,315.41,131
2384,SO46674,2023-12-29,2024-01-10,2024-05-01,603,5,9.1,324.45,315.35,130
2385,SO63190,2025-07-31,2025-08-12,2025-07-08,449,5,9.84,218.45,208.61,105
2386,SO48752,2024-06-30,2024-07-12,2024-07-07,440,5,10.48,647.99,637.51,128
2387,SO57108,2025-04-30,2025-05-12,2025-07-05,99,5,10.6,338.99,328.39,131
2388,SO65259,2025-08-29,2025-09-10,2025-05-09,351,5,49.0,1174.32,1125.32,130
2389,SO51868,2025-01-28,2025-02-09,2025-04-02,495,5,11.98,202.33,190.35,105
2390,SO50286,2024-10-28,2024-11-09,2024-04-11,224,5,12.12,324.45,312.33,131
2391,SO55279,2025-03-30,2025-04-11,2025-06-04,153,5,12.46,323.99,311.53,130
2392,SO46104,2023-10-29,2023-11-10,2023-05-11,495,5,12.82,419.46,406.64,105
2393,SO45275,2023-08-01,2023-08-13,2023-08-08,531,5,183.76,7166.68,6982.92,130
2394,SO49460,2024-08-28,2024-09-09,2024-04-09,675,5,58.62,2186.53,2127.91,128
2395,SO46665,2023-12-29,2024-01-10,2024-05-01,387,5,13.76,367.88,354.12,131
2396,SO51759,2025-01-28,2025-02-09,2025-04-02,134,5,13.8,672.29,658.49,130
2397,SO67340,2025-09-29,2025-10-11,2025-06-10,458,5,14.78,672.29,657.51,130
2398,SO61259,2025-06-30,2025-07-12,2025-07-07,458,5,15.54,323.99,308.45,131
2399,SO49064,2024-07-31,2024-08-12,2024-07-08,296,5,95.24,8158.24,8063.0,105
2400,SO44786,2023-05-31,2023-06-12,2023-07-06,369,5,92.94,2342.11,2249.17,131
2401,SO46628,2023-12-29,2024-01-10,2024-05-01,440,5,16.48,647.99,631.51,130
2402,SO57072,2025-04-30,2025-05-12,2025-07-05,9,5,100.58,2639.38,2538.8,129
2403,SO46373,2023-11-29,2023-12-11,2023-06-12,369,5,16.6,1619.52,1602.92,105
2404,SO44764,2023-05-31,2023-06-12,2023-07-06,386,5,106.68,2133.17,2026.49,130
2405,SO47729,2024-03-30,2024-04-11,2024-06-04,242,5,17.34,324.45,307.11,129
2406,SO43696,2022-12-29,2023-01-10,2023-05-01,603,5,17.56,419.46,401.9,105
2407,SO50273,2024-10-28,2024-11-09,2024-04-11,99,5,17.88,744.27,726.39,128
2408,SO47023,2024-01-29,2024-02-10,2024-05-02,152,5,18.26,1308.94,1290.68,131
2409,SO67313,2025-09-29,2025-10-11,2025-06-10,27,5,18.84,809.76,790.92,105
2410,SO51086,2024-12-28,2025-01-09,2025-04-01,117,5,18.98,323.99,305.01,105
2411,SO65165,2025-08-29,2025-09-10,2025-05-09,477,5,169.5,4480.61,4311.11,130
2412,SO45340,2023-08-01,2023-08-13,2023-08-08,495,5,84.14,2552.63,2468.49,129
2413,SO51162,2024-12-28,2025-01-09,2025-04-01,458,5,20.84,356.9,336.06,105
2414,SO46350,2023-11-29,2023-12-11,2023-06-12,386,5,192.58,3427.42,3234.84,131
2415,SO46354,2023-11-29,2023-12-11,2023-06-12,116,5,23.84,419.46,395.62,105
2416,SO71883,2025-11-29,2025-12-11,2025-06-12,351,5,24.12,602.35,578.23,105
2417,SO51701,2025-01-28,2025-02-09,2025-04-02,80,5,70.9,2636.17,2565.27,130
2418,SO46329,2023-11-29,2023-12-11,2023-06-12,314,5,24.8,722.59,697.79,105
2419,SO48794,2024-06-30,2024-07-12,2024-07-07,603,5,27.02,469.79,442.77,129
2420,SO69403,2025-10-29,2025-11-10,2025-05-11,80,5,82.7,2159.35,2076.65,130
2421,SO57089,2025-04-30,2025-05-12,2025-07-05,152,5,31.66,672.29,640.63,128
2422,SO49872,2024-09-28,2024-10-10,2024-05-10,603,5,33.14,600.26,567.12,128
2423,SO69519,2025-10-29,2025-11-10,2025-05-11,152,5,33.98,672.29,638.31,130
2424,SO46389,2023-11-29,2023-12-11,2023-06-12,585,5,36.26,1700.0,1663.74,129
2425,SO50752,2024-11-28,2024-12-10,2024-05-12,243,5,37.02,1295.99,1258.97,130
2426,SO44132,2023-03-01,2023-03-13,2023-08-03,585,5,37.9,4049.99,4012.09,130
2427,SO46962,2024-01-29,2024-02-10,2024-05-02,99,5,39.9,2485.7,2445.8,130
2428,SO57175,2025-04-30,2025-05-12,2025-07-05,495,5,41.0,1020.59,979.59,130
2429,SO63185,2025-07-31,2025-08-12,2025-07-08,80,5,41.78,1430.44,1388.66,105
2430,SO48061,2024-04-30,2024-05-12,2024-07-05,224,5,44.34,939.59,895.25,131
2431,SO49886,2024-09-28,2024-10-10,2024-05-10,387,5,44.42,2932.02,2887.6,128
2432,SO44122,2023-03-01,2023-03-13,2023-08-03,369,5,113.06,4064.99,3951.93,129
2433,SO49845,2024-09-28,2024-10-10,2024-05-10,423,5,188.28,4228.15,4039.87,105
2434,SO49122,2024-07-31,2024-08-12,2024-07-08,531,5,439.96,12684.44,12244.48,128
2435,SO65288,2025-08-29,2025-09-10,2025-05-09,44,5,101.32,6478.06,6376.74,131
2436,SO45558,2023-08-29,2023-09-10,2023-05-09,368,5,288.72,6104.98,5816.26,130
2437,SO71888,2025-11-29,2025-12-11,2025-06-12,44,5,108.02,4346.08,4238.06,131
2438,SO47717,2024-03-30,2024-04-11,2024-06-04,387,5,60.28,1409.38,1349.1,128
2439,SO44532,2023-05-01,2023-05-13,2023-08-05,548,5,68.64,2146.96,2078.32,128
2440,SO46644,2023-12-29,2024-01-10,2024-05-01,423,5,71.34,1308.94,1237.6,105
2441,SO47728,2024-03-30,2024-04-11,2024-06-04,603,5,73.56,1308.94,1235.38,105
2442,SO59024,2025-05-30,2025-06-11,2025-06-06,44,5,160.56,5047.61,4887.05,129
2443,SO57107,2025-04-30,2025-05-12,2025-07-05,80,5,81.92,4291.33,4209.41,130
2444,SO44302,2023-03-31,2023-04-12,2023-07-04,603,5,88.42,2146.96,2058.54,131
2445,SO44553,2023-05-01,2023-05-13,2023-08-05,63,5,94.42,6074.98,5980.56,130
2446,SO51115,2024-12-28,2025-01-09,2025-04-01,27,5,115.08,2783.99,2668.91,131
2447,SO45579,2023-08-29,2023-09-10,2023-05-09,585,5,133.14,4079.99,3946.85,130
2448,SO48019,2024-04-30,2024-05-12,2024-07-05,350,5,241.66,6214.26,5972.6,128
2449,SO46344,2023-11-29,2023-12-11,2023-06-12,418,3,861.16,25738.26,24877.1,120
2450,SO55302,2025-03-30,2025-04-11,2025-06-04,431,3,295.68,11532.7,11237.02,122
2451,SO47674,2024-03-30,2024-04-11,2024-06-04,643,3,183.54,7719.32,7535.78,121
2452,SO48325,2024-05-30,2024-06-11,2024-06-06,418,3,1458.86,48509.99,47051.13,120
2453,SO50304,2024-10-28,2024-11-09,2024-04-11,79,3,3133.62,93032.51,89898.89,121
2454,SO58944,2025-05-30,2025-06-11,2025-06-06,197,3,1182.12,35637.13,34455.01,120
2455,SO47352,2024-02-29,2024-03-12,2024-07-03,149,3,1203.26,35038.88,33835.62,103
2456,SO53454,2025-02-28,2025-03-12,2025-07-03,149,3,1117.02,40312.42,39195.4,103
2457,SO63257,2025-07-31,2025-08-12,2025-07-08,79,3,1337.54,54368.51,53030.97,122
2458,SO53582,2025-02-28,2025-03-12,2025-07-03,223,3,319.78,10609.56,10289.78,123
2459,SO61210,2025-06-30,2025-07-12,2025-07-07,523,3,414.68,14812.41,14397.73,103
2460,SO55238,2025-03-30,2025-04-11,2025-06-04,622,3,265.34,7137.04,6871.7,120
2461,SO55257,2025-03-30,2025-04-11,2025-06-04,670,3,2098.22,67687.38,65589.16,120
2462,SO47394,2024-02-29,2024-03-12,2024-07-03,197,3,1209.2,32926.98,31717.78,103
2463,SO50661,2024-11-28,2024-12-10,2024-05-12,149,3,1175.14,29514.12,28338.98,103
2464,SO48786,2024-06-30,2024-07-12,2024-07-07,660,3,775.9,22843.3,22067.4,123
2465,SO46999,2024-01-29,2024-02-10,2024-05-02,468,3,60.1,2371.3,2311.2,103
2466,SO49870,2024-09-28,2024-10-10,2024-05-10,660,3,1442.88,57297.7,55854.82,122
2467,SO48318,2024-05-30,2024-06-11,2024-06-06,327,3,708.36,31311.29,30602.93,123
2468,SO61240,2025-06-30,2025-07-12,2025-07-07,660,3,420.2,13815.15,13394.95,103
2469,SO47440,2024-02-29,2024-03-12,2024-07-03,695,3,313.56,8610.17,8296.61,120
2470,SO46931,2024-01-29,2024-02-10,2024-05-02,18,3,1256.14,48300.36,47044.22,103
2471,SO53526,2025-02-28,2025-03-12,2025-07-03,579,3,1112.54,34892.58,33780.04,122
2472,SO51085,2024-12-28,2025-01-09,2025-04-01,622,3,209.48,5840.95,5631.47,122
2473,SO65205,2025-08-29,2025-09-10,2025-05-09,579,3,384.96,23396.43,23011.47,120
2474,SO44110,2023-03-01,2023-03-13,2023-08-03,579,3,642.18,16667.31,16025.13,123
2475,SO50675,2024-11-28,2024-12-10,2024-05-12,327,3,850.3,38382.51,37532.21,120
2476,SO51822,2025-01-28,2025-02-09,2025-04-02,546,3,4927.02,130410.83,125483.81,103
2477,SO46979,2024-01-29,2024-02-10,2024-05-02,310,3,189.56,5662.29,5472.73,120
2478,SO65178,2025-08-29,2025-09-10,2025-05-09,306,3,1368.68,39291.34,37922.66,123
2479,SO51129,2024-12-28,2025-01-09,2025-04-01,183,3,100.16,5156.68,5056.52,121
2480,SO53480,2025-02-28,2025-03-12,2025-07-03,327,3,1178.84,44150.3,42971.46,120
2481,SO46353,2023-11-29,2023-12-11,2023-06-12,453,3,223.22,5963.61,5740.39,123
2482,SO69495,2025-10-29,2025-11-10,2025-05-11,22,3,37.24,2402.27,2365.03,121
2483,SO55294,2025-03-30,2025-04-11,2025-06-04,660,3,960.76,34169.66,33208.9,123
2484,SO58906,2025-05-30,2025-06-11,2025-06-06,149,3,1047.22,43451.7,42404.48,123
2485,SO49147,2024-07-31,2024-08-12,2024-07-08,79,3,2674.28,82168.79,79494.51,121
2486,SO71864,2025-11-29,2025-12-11,2025-06-12,418,3,1014.86,28373.2,27358.34,120
2487,SO53499,2025-02-28,2025-03-12,2025-07-03,197,3,915.5,28195.9,27280.4,121
2488,SO67262,2025-09-29,2025-10-11,2025-06-10,622,3,229.82,7501.72,7271.9,120
2489,SO71803,2025-11-29,2025-12-11,2025-06-12,327,3,1233.84,32974.84,31741.0,123
2490,SO63291,2025-07-31,2025-08-12,2025-07-08,546,3,2889.62,106449.38,103559.76,120
2491,SO65221,2025-08-29,2025-09-10,2025-05-09,327,3,605.72,24253.36,23647.64,122
2492,SO46067,2023-10-29,2023-11-10,2023-05-11,623,3,3001.32,101857.21,98855.89,121
2493,SO47065,2024-01-29,2024-02-10,2024-05-02,546,3,1563.56,56090.8,54527.24,121
2494,SO51140,2024-12-28,2025-01-09,2025-04-01,660,3,2015.14,58364.47,56349.33,103
2495,SO63215,2025-07-31,2025-08-12,2025-07-08,348,3,8.86,722.14,713.28,123
2496,SO53548,2025-02-28,2025-03-12,2025-07-03,418,3,962.2,33592.04,32629.84,123
2497,SO50211,2024-10-28,2024-11-09,2024-04-11,377,3,265.22,9795.14,9529.92,120
2498,SO55324,2025-03-30,2025-04-11,2025-06-04,523,3,1167.62,30989.07,29821.45,122
2499,SO43871,2023-01-29,2023-02-10,2023-05-02,527,3,238.28,9398.9,9160.62,123
2500,SO51731,2025-01-28,2025-02-09,2025-04-02,310,3,68.46,2343.9,2275.44,122
2501,SO45307,2023-08-01,2023-08-13,2023-08-08,346,3,949.34,28547.1,27597.76,103
2502,SO51149,2024-12-28,2025-01-09,2025-04-01,431,3,134.46,6768.22,6633.76,121
2503,SO49512,2024-08-28,2024-09-09,2024-04-09,197,3,538.24,19309.84,18771.6,122
2504,SO43916,2023-01-29,2023-02-10,2023-05-02,348,3,1170.52,39450.79,38280.27,123
2505,SO69424,2025-10-29,2025-11-10,2025-05-11,310,3,9.18,752.48,743.3,121
2506,SO49502,2024-08-28,2024-09-09,2024-04-09,418,3,1462.04,41602.44,40140.4,122
2507,SO44758,2023-05-31,2023-06-12,2023-07-06,418,3,762.72,25618.7,24855.98,122
2508,SO44517,2023-05-01,2023-05-13,2023-08-05,527,3,600.66,24901.84,24301.18,120
2509,SO47716,2024-03-30,2024-04-11,2024-06-04,660,3,1818.78,49019.76,47200.98,121
2510,SO71819,2025-11-29,2025-12-11,2025-06-12,197,3,1333.2,30806.11,29472.91,122
2511,SO49893,2024-09-28,2024-10-10,2024-05-10,523,3,814.0,31887.43,31073.43,120
2512,SO65313,2025-08-29,2025-09-10,2025-05-09,400,3,28.24,1466.13,1437.89,123
2513,SO53471,2025-02-28,2025-03-12,2025-07-03,306,3,1292.02,38496.05,37204.03,122
2514,SO67280,2025-09-29,2025-10-11,2025-06-10,670,3,1974.18,66483.42,64509.24,120
2515,SO58996,2025-05-30,2025-06-11,2025-06-06,418,3,1165.4,35390.41,34225.01,120
2516,SO44105,2023-03-01,2023-03-13,2023-08-03,453,3,206.54,6101.38,5894.84,121
2517,SO59057,2025-05-30,2025-06-11,2025-06-06,695,3,96.96,2294.3,2197.34,120
2518,SO48065,2024-04-30,2024-05-12,2024-07-05,79,3,2360.3,79066.79,76706.49,122
2519,SO47384,2024-02-29,2024-03-12,2024-07-03,418,3,1256.4,44013.75,42757.35,103
2520,SO69503,2025-10-29,2025-11-10,2025-05-11,79,3,1825.92,61599.1,59773.18,123
2521,SO67332,2025-09-29,2025-10-11,2025-06-10,431,3,111.7,8344.1,8232.4,122
2522,SO51720,2025-01-28,2025-02-09,2025-04-02,381,3,1650.16,51742.39,50092.23,122
2523,SO45787,2023-09-29,2023-10-11,2023-06-10,504,3,371.36,10226.97,9855.61,123
2524,SO51151,2024-12-28,2025-01-09,2025-04-01,523,3,1893.02,65266.14,63373.12,123
2525,SO47378,2024-02-29,2024-03-12,2024-07-03,327,3,1209.46,39496.56,38287.1,120
2526,SO46664,2023-12-29,2024-01-10,2024-05-01,431,3,519.58,15946.38,15426.8,122
